"FPUser","LogInfo","DateTime"
"MESA\scalvert","Viewing Data - FAPID: 1986","2025-02-19 10:22:05.283000000"
"MESA\scalvert","Updating Data for - FAPID: 1986","2025-02-19 10:22:41.237000000"
"MESA\scalvert","Viewing Data - FAPID: 2026","2025-02-19 10:22:52.673000000"
"MESA\scalvert","Viewing Data - FAPID: 2026","2025-02-19 10:23:08.533000000"
"MESA\scalvert","Viewing Data - FAPID: 2026","2025-02-19 10:52:36.377000000"
"MESA\scalvert","Viewing Data - FAPID: 11406","2025-02-19 10:54:02.003000000"
"MESA\scalvert","Updating Data for - FAPID: 11406","2025-02-19 10:57:06.660000000"
"MESA\scalvert","Viewing Data - FAPID: 11824","2025-02-19 10:57:17.193000000"
"MESA\hart","Viewing Data - FAPID: 11796","2025-02-19 10:59:24.723000000"
"MESA\hart","Uploading Document - FAPID: 11796 - C. Walters Rep","2025-02-19 10:59:50.723000000"
"MESA\hart","Viewing Data - FAPID: 11796","2025-02-19 11:00:31.037000000"
"MESA\hart","Updating Data for - FAPID: 11796","2025-02-19 11:00:57.317000000"
"MESA\scalvert","Viewing Data - FAPID: 11406","2025-02-19 11:05:44.603000000"
"MESA\scalvert","Updating Data for - FAPID: 11406","2025-02-19 11:09:43.857000000"
"MESA\scalvert","Viewing Data - FAPID: 10391","2025-02-19 11:09:53.387000000"
"MESA\hart","Inserting New Data - FAPID: 14835","2025-02-19 11:12:48.827000000"
"MESA\hart","Uploading Document - FAPID: 14835 - W. Trump CHC.p","2025-02-19 11:12:57.673000000"
"MESA\hart","Uploading Document - FAPID: 14835 - W. Trump Repor","2025-02-19 11:12:57.673000000"
"MESA\hart","Viewing Data - FAPID: 14835","2025-02-19 11:13:04.843000000"
"MESA\hart","Uploading Document - FAPID: 14835 - W. Trump Repor","2025-02-19 11:13:12.203000000"
"MESA\hart","Viewing Data - FAPID: 14835","2025-02-19 11:13:18.187000000"
"MESA\hart","Viewing Data - FAPID: 14835","2025-02-19 11:14:06.377000000"
"MESA\bchandle","Viewing Data - FAPID: 14790","2025-02-19 11:19:16.573000000"
"MESA\bchandle","Viewing Data - FAPID: 11824","2025-02-19 11:19:49.463000000"
"MESA\bchandle","Viewing Data - FAPID: 2172","2025-02-19 11:21:57.200000000"
"MESA\bchandle","Updating Data for - FAPID: 2172","2025-02-19 11:22:23.200000000"
"MESA\kbeckel","Viewing Data - FAPID: 5048","2025-02-20 13:05:48.327000000"
"MESA\kbeckel","Viewing Data - FAPID: 14687","2025-02-20 13:06:03.140000000"
"MESA\scalvert","Inserting New Data - FAPID: 14836","2025-02-21 10:44:52.187000000"
"MESA\scalvert","Uploading Document - FAPID: 14836 - McCurdy, Chris","2025-02-21 11:04:02.097000000"
"MESA\scalvert","Uploading Document - FAPID: 14836 - McCurdy, Chris","2025-02-21 11:04:02.097000000"
"MESA\scalvert","Viewing Data - FAPID: 14836","2025-02-21 11:04:09.160000000"
"MESA\scalvert","Inserting New Data - FAPID: 14837","2025-02-21 11:08:36.837000000"
"MESA\scalvert","Uploading Document - FAPID: 14837 - Mendoza-Hernan","2025-02-21 11:08:43.117000000"
"MESA\scalvert","Uploading Document - FAPID: 14837 - Mendoza-Hernan","2025-02-21 11:08:43.117000000"
"MESA\scalvert","Viewing Data - FAPID: 14837","2025-02-21 11:08:53.397000000"
"MESA\scalvert","Viewing Data - FAPID: 14226","2025-02-21 11:11:05.210000000"
"MESA\scalvert","Updating Data for - FAPID: 14226","2025-02-21 11:11:35.180000000"
"MESA\scalvert","Viewing Data - FAPID: 14226","2025-02-21 11:11:39.507000000"
"MESA\scalvert","Uploading Document - FAPID: 14226 - Kuta, Amanda C","2025-02-21 11:11:45.633000000"
"MESA\scalvert","Viewing Data - FAPID: 14226","2025-02-21 11:11:51.947000000"
"MESA\scalvert","Viewing Data - FAPID: 10093","2025-02-21 11:14:00.950000000"
"MESA\scalvert","Updating Data for - FAPID: 10093","2025-02-21 11:14:28.967000000"
"MESA\scalvert","Viewing Data - FAPID: 10736","2025-02-24 11:04:56.577000000"
"MESA\scalvert","Updating Data for - FAPID: 10736","2025-02-24 11:08:33.597000000"
"MESA\scalvert","Viewing Data - FAPID: 2230","2025-02-24 11:08:42.627000000"
"MESA\scalvert","Updating Data for - FAPID: 2230","2025-02-24 11:11:06.020000000"
"MESA\scalvert","Viewing Data - FAPID: 8377","2025-02-24 11:11:13.350000000"
"MESA\scalvert","Updating Data for - FAPID: 8377","2025-02-24 11:11:52.227000000"
"MESA\scalvert","Viewing Data - FAPID: 10740","2025-02-24 11:12:09.193000000"
"MESA\scalvert","Updating Data for - FAPID: 10740","2025-02-24 11:15:52.667000000"
"MESA\scalvert","Viewing Data - FAPID: 11103","2025-02-24 11:16:00.963000000"
"MESA\scalvert","Updating Data for - FAPID: 11103","2025-02-24 11:18:50.840000000"
"MESA\scalvert","Viewing Data - FAPID: 7942","2025-02-24 11:19:08.310000000"
"MESA\scalvert","Updating Data for - FAPID: 7942","2025-02-24 11:19:51.060000000"
"MESA\scalvert","Viewing Data - FAPID: 2307","2025-02-24 11:20:07.670000000"
"MESA\scalvert","Updating Data for - FAPID: 2307","2025-02-24 11:21:01.153000000"
"MESA\scalvert","Viewing Data - FAPID: 2313","2025-02-24 11:21:26.063000000"
"MESA\bchandle","Viewing Data - FAPID: 14686","2025-02-24 11:21:37.717000000"
"MESA\scalvert","Updating Data for - FAPID: 2313","2025-02-24 11:21:57.657000000"
"MESA\scalvert","Viewing Data - FAPID: 11060","2025-02-24 11:22:13.767000000"
"MESA\scalvert","Updating Data for - FAPID: 11060","2025-02-24 11:23:38.003000000"
"MESA\scalvert","Viewing Data - FAPID: 2389","2025-02-24 11:23:51.190000000"
"MESA\hart","Viewing Data - FAPID: 9045","2025-02-24 11:27:28.253000000"
"MESA\scalvert","Updating Data for - FAPID: 2389","2025-02-24 11:29:06.067000000"
"MESA\scalvert","Viewing Data - FAPID: 11273","2025-02-24 11:29:15.207000000"
"MESA\scalvert","Updating Data for - FAPID: 11273","2025-02-24 11:29:49.707000000"
"MESA\scalvert","Viewing Data - FAPID: 2427","2025-02-24 11:29:57.660000000"
"MESA\scalvert","Updating Data for - FAPID: 2427","2025-02-24 11:30:33.223000000"
"MESA\scalvert","Viewing Data - FAPID: 7958","2025-02-24 11:30:41.160000000"
"MESA\scalvert","Updating Data for - FAPID: 7958","2025-02-24 11:31:21.707000000"
"MESA\scalvert","Viewing Data - FAPID: 9866","2025-02-24 11:31:32.443000000"
"MESA\scalvert","Updating Data for - FAPID: 9866","2025-02-24 11:32:12.677000000"
"MESA\scalvert","Viewing Data - FAPID: 8506","2025-02-24 11:32:21.350000000"
"MESA\scalvert","Updating Data for - FAPID: 8506","2025-02-24 11:33:02.117000000"
"MESA\scalvert","Viewing Data - FAPID: 10286","2025-02-24 11:33:10.553000000"
"MESA\scalvert","Updating Data for - FAPID: 10286","2025-02-24 11:33:47.523000000"
"MESA\scalvert","Viewing Data - FAPID: 10701","2025-02-24 11:33:55.633000000"
"MESA\scalvert","Updating Data for - FAPID: 10701","2025-02-24 11:34:28.527000000"
"MESA\scalvert","Viewing Data - FAPID: 7421","2025-02-24 11:34:38.620000000"
"MESA\scalvert","Updating Data for - FAPID: 7421","2025-02-24 11:35:18.823000000"
"MESA\scalvert","Viewing Data - FAPID: 10408","2025-02-24 11:35:29.027000000"
"MESA\scalvert","Updating Data for - FAPID: 10408","2025-02-24 11:36:00.713000000"
"MESA\scalvert","Viewing Data - FAPID: 8602","2025-02-24 11:36:09.697000000"
"MESA\scalvert","Updating Data for - FAPID: 8602","2025-02-24 11:37:23.480000000"
"MESA\scalvert","Viewing Data - FAPID: 10041","2025-02-24 11:37:33.790000000"
"MESA\scalvert","Viewing Data - FAPID: 10041","2025-02-24 11:37:42.713000000"
"MESA\scalvert","Updating Data for - FAPID: 10041","2025-02-24 11:38:49.777000000"
"MESA\scalvert","Viewing Data - FAPID: 2617","2025-02-24 11:38:59.323000000"
"MESA\scalvert","Updating Data for - FAPID: 2617","2025-02-24 11:40:36.077000000"
"MESA\scalvert","Viewing Data - FAPID: 11242","2025-02-24 11:40:46.687000000"
"MESA\scalvert","Updating Data for - FAPID: 11242","2025-02-24 11:48:17.473000000"
"MESA\scalvert","Viewing Data - FAPID: 2577","2025-02-24 11:48:26.973000000"
"MESA\scalvert","Updating Data for - FAPID: 2577","2025-02-24 11:49:22.820000000"
"MESA\scalvert","Viewing Data - FAPID: 2640","2025-02-24 11:49:30.490000000"
"MESA\hart","Viewing Data - FAPID: 14291","2025-02-24 11:50:41.243000000"
"MESA\scalvert","Updating Data for - FAPID: 2640","2025-02-24 11:50:47.773000000"
"MESA\scalvert","Viewing Data - FAPID: 10386","2025-02-24 11:51:40.087000000"
"MESA\scalvert","Updating Data for - FAPID: 10386","2025-02-24 11:52:25.447000000"
"MESA\scalvert","Viewing Data - FAPID: 11027","2025-02-24 11:52:33.103000000"
"MESA\scalvert","Updating Data for - FAPID: 11027","2025-02-24 11:53:23.320000000"
"MESA\scalvert","Viewing Data - FAPID: 2737","2025-02-24 11:53:36.900000000"
"MESA\scalvert","Updating Data for - FAPID: 2737","2025-02-24 11:54:28.040000000"
"MESA\scalvert","Viewing Data - FAPID: 9414","2025-02-24 11:54:39.870000000"
"MESA\scalvert","Updating Data for - FAPID: 9414","2025-02-24 11:55:37.463000000"
"MESA\scalvert","Viewing Data - FAPID: 10245","2025-02-24 11:55:45.870000000"
"MESA\scalvert","Updating Data for - FAPID: 10245","2025-02-24 11:56:29.590000000"
"MESA\scalvert","Viewing Data - FAPID: 10861","2025-02-24 11:56:37.137000000"
"MESA\scalvert","Updating Data for - FAPID: 10861","2025-02-24 11:58:00.887000000"
"MESA\scalvert","Viewing Data - FAPID: 2816","2025-02-24 11:58:09.950000000"
"MESA\scalvert","Updating Data for - FAPID: 2816","2025-02-24 12:01:33.563000000"
"MESA\scalvert","Viewing Data - FAPID: 6974","2025-02-24 12:01:55.877000000"
"MESA\scalvert","Updating Data for - FAPID: 6974","2025-02-24 12:03:17.893000000"
"MESA\scalvert","Viewing Data - FAPID: 10120","2025-02-24 12:03:30.580000000"
"MESA\scalvert","Updating Data for - FAPID: 10120","2025-02-24 12:04:55.830000000"
"MESA\scalvert","Viewing Data - FAPID: 8081","2025-02-24 12:05:56.363000000"
"MESA\scalvert","Updating Data for - FAPID: 8081","2025-02-24 12:06:45.020000000"
"MESA\scalvert","Viewing Data - FAPID: 10118","2025-02-24 12:14:18.963000000"
"MESA\scalvert","Updating Data for - FAPID: 10118","2025-02-24 12:15:19.590000000"
"MESA\scalvert","Viewing Data - FAPID: 8605","2025-02-24 12:15:31.323000000"
"MESA\scalvert","Updating Data for - FAPID: 8605","2025-02-24 12:16:15.560000000"
"MESA\scalvert","Viewing Data - FAPID: 11043","2025-02-24 12:16:23.590000000"
"MESA\scalvert","Updating Data for - FAPID: 11043","2025-02-24 12:17:08.077000000"
"MESA\scalvert","Viewing Data - FAPID: 10149","2025-02-24 12:17:18.733000000"
"MESA\scalvert","Updating Data for - FAPID: 10149","2025-02-24 12:18:04.047000000"
"MESA\scalvert","Viewing Data - FAPID: 2952","2025-02-24 12:18:12.407000000"
"MESA\scalvert","Updating Data for - FAPID: 2952","2025-02-24 12:20:18.363000000"
"MESA\scalvert","Viewing Data - FAPID: 9820","2025-02-24 12:23:43.287000000"
"MESA\scalvert","Updating Data for - FAPID: 9820","2025-02-24 12:25:49.677000000"
"MESA\scalvert","Viewing Data - FAPID: 10555","2025-02-24 12:26:01.367000000"
"MESA\scalvert","Updating Data for - FAPID: 10555","2025-02-24 12:26:58.023000000"
"MESA\scalvert","Viewing Data - FAPID: 3136","2025-02-24 12:27:08.413000000"
"MESA\scalvert","Updating Data for - FAPID: 3136","2025-02-24 12:27:56.833000000"
"MESA\scalvert","Viewing Data - FAPID: 10890","2025-02-24 12:28:38.320000000"
"MESA\scalvert","Updating Data for - FAPID: 10890","2025-02-24 12:29:30.787000000"
"MESA\scalvert","Viewing Data - FAPID: 7455","2025-02-24 12:29:38.837000000"
"MESA\scalvert","Updating Data for - FAPID: 7455","2025-02-24 12:30:16.147000000"
"MESA\scalvert","Viewing Data - FAPID: 3300","2025-02-24 12:30:27.837000000"
"MESA\scalvert","Updating Data for - FAPID: 3300","2025-02-24 12:31:19.337000000"
"MESA\scalvert","Viewing Data - FAPID: 3302","2025-02-24 12:31:26.977000000"
"MESA\scalvert","Updating Data for - FAPID: 3302","2025-02-24 12:32:10.463000000"
"MESA\scalvert","Viewing Data - FAPID: 3342","2025-02-24 12:32:21.963000000"
"MESA\scalvert","Updating Data for - FAPID: 3342","2025-02-24 12:49:46.130000000"
"MESA\scalvert","Viewing Data - FAPID: 10774","2025-02-24 12:49:57.490000000"
"MESA\scalvert","Updating Data for - FAPID: 10774","2025-02-24 12:51:47.710000000"
"MESA\scalvert","Viewing Data - FAPID: 3387","2025-02-24 12:51:56.917000000"
"MESA\scalvert","Updating Data for - FAPID: 3387","2025-02-24 12:52:42.103000000"
"MESA\scalvert","Viewing Data - FAPID: 9437","2025-02-24 12:52:58.010000000"
"MESA\scalvert","Updating Data for - FAPID: 9437","2025-02-24 12:53:53.917000000"
"MESA\scalvert","Viewing Data - FAPID: 10669","2025-02-24 12:54:05.577000000"
"MESA\scalvert","Viewing Data - FAPID: 10694","2025-02-24 12:54:09.733000000"
"MESA\scalvert","Viewing Data - FAPID: 10669","2025-02-24 12:54:15.950000000"
"MESA\scalvert","Updating Data for - FAPID: 10669","2025-02-24 12:54:55.547000000"
"MESA\scalvert","Viewing Data - FAPID: 10694","2025-02-24 12:55:02.047000000"
"MESA\scalvert","Viewing Data - FAPID: 10669","2025-02-24 12:55:10.203000000"
"MESA\hart","Inserting New Data - FAPID: 14838","2025-02-26 10:18:29.793000000"
"MESA\hart","Uploading Document - FAPID: 14838 - A. Bautista CH","2025-02-26 10:18:42.963000000"
"MESA\hart","Uploading Document - FAPID: 14838 - A. Bautista Re","2025-02-26 10:18:42.963000000"
"MESA\hart","Viewing Data - FAPID: 14838","2025-02-26 10:18:50.307000000"
"MESA\hart","Updating Data for - FAPID: 14838","2025-02-26 10:20:14.670000000"
"MESA\hart","Viewing Data - FAPID: 14838","2025-02-26 10:20:20.277000000"
"MESA\hart","Inserting New Data - FAPID: 14839","2025-02-26 10:23:04.357000000"
"MESA\hart","Uploading Document - FAPID: 14839 - T. Hanley CHC.","2025-02-26 10:23:14.093000000"
"MESA\hart","Uploading Document - FAPID: 14839 - T. Hanley Clea","2025-02-26 10:23:14.107000000"
"MESA\hart","Inserting New Data - FAPID: 14840","2025-02-26 10:24:08.810000000"
"MESA\hart","Uploading Document - FAPID: 14840 - M. Tootle CHC.","2025-02-26 10:24:17.733000000"
"MESA\hart","Uploading Document - FAPID: 14840 - M. Tootle Clea","2025-02-26 10:24:17.733000000"
"MESA\hart","Inserting New Data - FAPID: 14841","2025-02-26 10:26:36.140000000"
"MESA\hart","Uploading Document - FAPID: 14841 - J. Lemon CHC.p","2025-02-26 10:26:44.030000000"
"MESA\hart","Uploading Document - FAPID: 14841 - J. Lemon Clear","2025-02-26 10:26:44.030000000"
"MESA\hart","Viewing Data - FAPID: 14841","2025-02-26 10:26:50.280000000"
"MESA\hart","Inserting New Data - FAPID: 14842","2025-02-26 10:27:57.390000000"
"MESA\hart","Uploading Document - FAPID: 14842 - R. Hoisington ","2025-02-26 10:28:05.500000000"
"MESA\hart","Uploading Document - FAPID: 14842 - R. Hoisington ","2025-02-26 10:28:05.500000000"
"MESA\hart","Inserting New Data - FAPID: 14843","2025-02-26 10:29:33.063000000"
"MESA\hart","Uploading Document - FAPID: 14843 - B. Thomas CHC.","2025-02-26 10:29:39.690000000"
"MESA\hart","Uploading Document - FAPID: 14843 - B. Thomas Clea","2025-02-26 10:29:39.690000000"
"MESA\hart","Inserting New Data - FAPID: 14844","2025-02-26 15:14:40.933000000"
"MESA\hart","Uploading Document - FAPID: 14844 - S. Jimenez CHC","2025-02-26 15:14:51.450000000"
"MESA\hart","Uploading Document - FAPID: 14844 - S. Jimenez Rep","2025-02-26 15:14:51.463000000"
"MESA\hart","Inserting New Data - FAPID: 14845","2025-02-26 15:15:56.027000000"
"MESA\hart","Uploading Document - FAPID: 14845 - R. Pouget CHC.","2025-02-26 15:16:02.950000000"
"MESA\hart","Uploading Document - FAPID: 14845 - R. Pouget Repo","2025-02-26 15:16:02.950000000"
"MESA\hart","Viewing Data - FAPID: 14844","2025-02-26 15:16:09.307000000"
"MESA\hart","Viewing Data - FAPID: 14845","2025-02-26 15:16:31.527000000"
"MESA\bnieslan","Viewing Data - FAPID: 14391","2025-02-27 09:22:25.583000000"
"MESA\scalvert","Updating Data for - FAPID: 10795","2025-02-27 13:59:15.710000000"
"MESA\scalvert","Updating Data for - FAPID: 10669","2025-02-24 13:48:28.680000000"
"MESA\scalvert","Viewing Data - FAPID: 4037","2025-02-27 13:59:33.867000000"
"MESA\hart","Viewing Data - FAPID: 1350","2025-02-27 14:19:46.233000000"
"MESA\hart","Uploading Document - FAPID: 1350 - H. Billet CHC.p","2025-02-27 14:22:52.047000000"
"MESA\hart","Uploading Document - FAPID: 1350 - H. Billet Repor","2025-02-27 14:22:52.047000000"
"MESA\hart","Viewing Data - FAPID: 1350","2025-02-27 14:22:58.297000000"
"MESA\hart","Updating Data for - FAPID: 1350","2025-02-27 14:23:54"
"MESA\hart","Viewing Data - FAPID: 1350","2025-02-27 14:23:59.017000000"
"MESA\scalvert","Inserting New Data - FAPID: 14846","2025-02-28 09:32:01.730000000"
"MESA\scalvert","Uploading Document - FAPID: 14846 - Snow, Josie CH","2025-02-28 09:32:15.543000000"
"MESA\scalvert","Uploading Document - FAPID: 14846 - Snow, Josie FB","2025-02-28 09:32:15.543000000"
"MESA\scalvert","Viewing Data - FAPID: 14846","2025-02-28 09:32:22.120000000"
"MESA\scalvert","Updating Data for - FAPID: 14846","2025-02-28 09:34:46.360000000"
"MESA\scalvert","Inserting New Data - FAPID: 14847","2025-02-28 09:35:36.297000000"
"MESA\scalvert","Uploading Document - FAPID: 14847 - Reyes-Zendajas","2025-02-28 09:35:44.437000000"
"MESA\scalvert","Uploading Document - FAPID: 14847 - Reyes-Zendejas","2025-02-28 09:35:44.437000000"
"MESA\scalvert","Viewing Data - FAPID: 14847","2025-02-28 09:35:50.813000000"
"MESA\scalvert","Updating Data for - FAPID: 14847","2025-02-28 09:37:12.970000000"
"MESA\scalvert","Viewing Data - FAPID: 8265","2025-02-28 09:37:19.830000000"
"MESA\scalvert","Uploading Document - FAPID: 8265 - Kidd, Douglas C","2025-02-28 09:37:34.660000000"
"MESA\scalvert","Uploading Document - FAPID: 8265 - Kidd, Douglas F","2025-02-28 09:37:34.660000000"
"MESA\scalvert","Viewing Data - FAPID: 8265","2025-02-28 09:37:41.503000000"
"MESA\scalvert","Updating Data for - FAPID: 8265","2025-02-28 09:38:49.740000000"
"MESA\scalvert","Viewing Data - FAPID: 8265","2025-02-28 09:40:11.147000000"
"MESA\scalvert","Updating Data for - FAPID: 8265","2025-02-28 09:40:17.007000000"
"MESA\scalvert","Inserting New Data - FAPID: 14848","2025-02-28 09:41:25.490000000"
"MESA\scalvert","Uploading Document - FAPID: 14848 - Bellew, Jamie ","2025-02-28 09:41:32.740000000"
"MESA\scalvert","Uploading Document - FAPID: 14848 - Bellew, Jamie ","2025-02-28 09:41:32.740000000"
"MESA\scalvert","Viewing Data - FAPID: 14848","2025-02-28 09:41:41.177000000"
"MESA\scalvert","Updating Data for - FAPID: 14848","2025-02-28 09:43:57.820000000"
"MESA\scalvert","Inserting New Data - FAPID: 14849","2025-02-28 09:47:24.400000000"
"MESA\scalvert","Uploading Document - FAPID: 14849 - Homan, Joyce C","2025-02-28 09:48:46.293000000"
"MESA\scalvert","Uploading Document - FAPID: 14849 - Homan, Joyce R","2025-02-28 09:48:46.310000000"
"MESA\scalvert","Viewing Data - FAPID: 14849","2025-02-28 09:48:52.543000000"
"MESA\scalvert","Updating Data for - FAPID: 14849","2025-02-28 09:50:38.467000000"
"MESA\scalvert","Inserting New Data - FAPID: 14850","2025-02-28 09:51:15.573000000"
"MESA\scalvert","Uploading Document - FAPID: 14850 - Henderson, Gar","2025-02-28 09:51:21.870000000"
"MESA\scalvert","Uploading Document - FAPID: 14850 - Henderson, Gar","2025-02-28 09:51:21.887000000"
"MESA\scalvert","Viewing Data - FAPID: 14850","2025-02-28 09:51:28.153000000"
"MESA\scalvert","Viewing Data - FAPID: 14837","2025-02-28 09:52:31.250000000"
"MESA\scalvert","Viewing Data - FAPID: 14850","2025-02-28 09:54:31.533000000"
"MESA\scalvert","Updating Data for - FAPID: 14850","2025-02-28 09:55:45.067000000"
"MESA\scalvert","Inserting New Data - FAPID: 14851","2025-02-28 09:56:46.723000000"
"MESA\scalvert","Uploading Document - FAPID: 14851 - Duarte, Marvin","2025-02-28 09:56:55.770000000"
"MESA\scalvert","Uploading Document - FAPID: 14851 - Duarte, Marvin","2025-02-28 09:56:55.787000000"
"MESA\scalvert","Viewing Data - FAPID: 11555","2025-02-24 14:23:09.460000000"
"MESA\scalvert","Updating Data for - FAPID: 11555","2025-02-24 14:24:07.350000000"
"MESA\scalvert","Viewing Data - FAPID: 11555","2025-02-24 14:24:17.163000000"
"MESA\scalvert","Updating Data for - FAPID: 11555","2025-02-24 14:24:23.553000000"
"MESA\scalvert","Viewing Data - FAPID: 11439","2025-02-24 14:24:28.303000000"
"MESA\scalvert","Updating Data for - FAPID: 11439","2025-02-24 14:25:18.353000000"
"MESA\scalvert","Viewing Data - FAPID: 11439","2025-02-24 14:25:23.697000000"
"MESA\scalvert","Updating Data for - FAPID: 11439","2025-02-24 14:25:29.680000000"
"MESA\scalvert","Viewing Data - FAPID: 10044","2025-02-24 14:25:38.883000000"
"MESA\scalvert","Updating Data for - FAPID: 10044","2025-02-24 14:26:44.950000000"
"MESA\scalvert","Viewing Data - FAPID: 10160","2025-02-24 14:26:58.527000000"
"MESA\scalvert","Updating Data for - FAPID: 10160","2025-02-24 14:28:08.090000000"
"MESA\scalvert","Viewing Data - FAPID: 9069","2025-02-24 14:28:23.340000000"
"MESA\scalvert","Updating Data for - FAPID: 9069","2025-02-24 14:29:20.997000000"
"MESA\scalvert","Viewing Data - FAPID: 9843","2025-02-24 14:29:32.513000000"
"MESA\scalvert","Updating Data for - FAPID: 9843","2025-02-24 14:33:35.440000000"
"MESA\scalvert","Viewing Data - FAPID: 9382","2025-02-24 14:33:44.160000000"
"MESA\scalvert","Updating Data for - FAPID: 9382","2025-02-24 14:34:39.130000000"
"MESA\scalvert","Viewing Data - FAPID: 8684","2025-02-24 14:34:54.707000000"
"MESA\scalvert","Updating Data for - FAPID: 8684","2025-02-24 14:35:35.990000000"
"MESA\scalvert","Viewing Data - FAPID: 10181","2025-02-24 14:35:53.537000000"
"MESA\scalvert","Updating Data for - FAPID: 10181","2025-02-24 14:39:02.087000000"
"MESA\scalvert","Viewing Data - FAPID: 11222","2025-02-24 14:39:10.350000000"
"MESA\scalvert","Updating Data for - FAPID: 11222","2025-02-24 14:39:57.510000000"
"MESA\scalvert","Viewing Data - FAPID: 3658","2025-02-24 14:40:05.463000000"
"MESA\scalvert","Updating Data for - FAPID: 3658","2025-02-24 14:41:16.233000000"
"MESA\bchandle","Viewing Data - FAPID: 3461","2025-02-26 13:29:39.753000000"
"MESA\hart","Viewing Data - FAPID: 11317","2025-02-26 13:49:17.073000000"
"MESA\scalvert","Viewing Data - FAPID: 5417","2025-02-27 11:49:49.593000000"
"MESA\scalvert","Viewing Data - FAPID: 10192","2025-02-27 12:59:00.977000000"
"MESA\scalvert","Updating Data for - FAPID: 10192","2025-02-27 13:00:34.230000000"
"MESA\scalvert","Viewing Data - FAPID: 3707","2025-02-27 13:00:46.230000000"
"MESA\scalvert","Updating Data for - FAPID: 3707","2025-02-27 13:03:44.687000000"
"MESA\scalvert","Viewing Data - FAPID: 9464","2025-02-27 13:03:54.403000000"
"MESA\scalvert","Updating Data for - FAPID: 9464","2025-02-27 13:04:48.170000000"
"MESA\scalvert","Viewing Data - FAPID: 7837","2025-02-27 13:04:58.373000000"
"MESA\scalvert","Updating Data for - FAPID: 7837","2025-02-27 13:06:07.153000000"
"MESA\scalvert","Viewing Data - FAPID: 11084","2025-02-27 13:06:23.513000000"
"MESA\scalvert","Updating Data for - FAPID: 11084","2025-02-27 13:07:06.297000000"
"MESA\scalvert","Viewing Data - FAPID: 7251","2025-02-27 13:07:17.873000000"
"MESA\scalvert","Updating Data for - FAPID: 7251","2025-02-27 13:12:51.067000000"
"MESA\scalvert","Viewing Data - FAPID: 7814","2025-02-27 13:13:11.347000000"
"MESA\scalvert","Updating Data for - FAPID: 7814","2025-02-27 13:14:10.567000000"
"MESA\scalvert","Viewing Data - FAPID: 7814","2025-02-27 13:14:16.897000000"
"MESA\scalvert","Updating Data for - FAPID: 7814","2025-02-27 13:14:23.643000000"
"MESA\scalvert","Viewing Data - FAPID: 9249","2025-02-27 13:14:33.427000000"
"MESA\scalvert","Updating Data for - FAPID: 9249","2025-02-27 13:16:02.693000000"
"MESA\scalvert","Viewing Data - FAPID: 9789","2025-02-27 13:16:16.567000000"
"MESA\scalvert","Updating Data for - FAPID: 9789","2025-02-27 13:17:07.367000000"
"MESA\scalvert","Viewing Data - FAPID: 8733","2025-02-27 13:17:21.120000000"
"MESA\scalvert","Updating Data for - FAPID: 8733","2025-02-27 13:17:54.527000000"
"MESA\scalvert","Viewing Data - FAPID: 10397","2025-02-27 13:18:11.227000000"
"MESA\scalvert","Updating Data for - FAPID: 10397","2025-02-27 13:19:07.027000000"
"MESA\scalvert","Viewing Data - FAPID: 10795","2025-02-27 13:19:14.263000000"
"MESA\scalvert","Viewing Data - FAPID: 8689","2025-02-27 15:41:32.510000000"
"MESA\scalvert","Updating Data for - FAPID: 8689","2025-02-27 15:42:12.807000000"
"MESA\scalvert","Viewing Data - FAPID: 7005","2025-02-27 15:42:24.747000000"
"MESA\scalvert","Updating Data for - FAPID: 7005","2025-02-27 15:43:06.463000000"
"MESA\scalvert","Viewing Data - FAPID: 4048","2025-02-27 15:43:19.683000000"
"MESA\scalvert","Updating Data for - FAPID: 4048","2025-02-27 15:44:13.343000000"
"MESA\scalvert","Viewing Data - FAPID: 9491","2025-02-27 15:44:21.157000000"
"MESA\scalvert","Updating Data for - FAPID: 9491","2025-02-27 15:45:08.857000000"
"MESA\scalvert","Viewing Data - FAPID: 7007","2025-02-27 15:45:19.077000000"
"MESA\scalvert","Updating Data for - FAPID: 7007","2025-02-27 15:45:58.500000000"
"MESA\scalvert","Viewing Data - FAPID: 10052","2025-02-27 15:46:08.670000000"
"MESA\scalvert","Updating Data for - FAPID: 10052","2025-02-27 15:48:14.437000000"
"MESA\scalvert","Viewing Data - FAPID: 10189","2025-02-27 15:48:22.203000000"
"MESA\scalvert","Updating Data for - FAPID: 10189","2025-02-27 15:49:07.987000000"
"MESA\scalvert","Viewing Data - FAPID: 10949","2025-02-27 15:49:19.377000000"
"MESA\scalvert","Updating Data for - FAPID: 10949","2025-02-27 15:50:33.813000000"
"MESA\scalvert","Viewing Data - FAPID: 14851","2025-02-28 09:57:01.487000000"
"MESA\scalvert","Updating Data for - FAPID: 14851","2025-02-28 09:58:12.083000000"
"MESA\scalvert","Inserting New Data - FAPID: 14852","2025-02-28 09:59:16.100000000"
"MESA\scalvert","Uploading Document - FAPID: 14852 - Ogdon, Sara CH","2025-02-28 09:59:22.630000000"
"MESA\scalvert","Uploading Document - FAPID: 14852 - Ogdon, Sara Re","2025-02-28 09:59:22.647000000"
"MESA\scalvert","Viewing Data - FAPID: 14852","2025-02-28 09:59:30.020000000"
